xml_num,organization,tax_year,form,address,city,website,ein,start_yr,mission,principal_officer,employee_count,volunteer_count,PY_total_revenue,PY_total_expenses,PY_net,CY_total_revenue,CY_total_expenses,CY_net,CY_total_EOY_assets,CY_total_EOY_liabilities,CY_fund_balance,CY_total_salaries,CY_grants_contributions,CY_program_service_rev
41,HUNTINGTON TRACY FOUNDATION INC,2018,990PF,C/O WILLIAM CARRIS PO BOX 886,RUTLAND,NA,261548756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,THE JEFFREY R RALSTON FDN PCIAA XXXXX700,2018,990PF,338 UPPER JUDSON LANE,STOWE,NA,521909846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,THE JERRY GREENFIELD &amp; ELIZABETH SKARIE,2019,990PF,2779 SOUTH STREET,WILLISTON,NA,311738299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001119,NA,NA,NA,NA,NA
47,THE JOHN A MCMULLEN CHARITABLE,2018,990PF,100 DORSET STREET NO 15,SOUTH BURLINGTON,NA,467141492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,LOUISE BREASON MAY FOUNDATION,2016,990PF,C/O ADAM KUNIN 7492 SPEAR STREET,SHELBURNE,NA,030221568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1670721,NA,NA,NA,NA,NA
53,M&amp;C SOMEWHERE FOUNDATION,2018,990PF,PO BOX 96,RIPTON,NA,816177315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2975814,NA,NA,NA,NA,NA
59,NA,2019,NA,NA,North Ferrisburgh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1391,NA,NA,NA
60,Montpelier Downtown Community Assoc,2019,990,39 Main Street,Montpelier,www.MontpelierAlive.org,030371500,1999,"To enhance the quality of life for people who live, work and visit Montpelier by helping the downtown develop into the 21st century as a vital and diverse community center for retailing, cultural and entertainment activities, education, recreation, business and professional services, dining, government and residential use.",David Markow,NA,100,216029,177534,38495,235361,177534,20837,221027,19333,201694,62961,200252,35096
64,NORWICH STUDIES &amp; ANALYSIS INSTITUTE,2014,990EZ,PARTRIDGE HALL NORWICH UNIVERSITY,NORTHFIELD,N/A,222558141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,The Onda Foundation Inc,2018,990PF,110 Main Street 4th Floor,Burlington,NA,822019103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7872,NA,NA,NA,NA,NA
68,OPPORTUNITIES VENTURES INC,2017,990,25 WINOOSKI FALLS WAY NO 203,WINOOSKI,N/A,043586244,2002,NA,CHERYL FATNASSI,NA,NA,2088,12165,-10077,3415,12165,-4068,746544,NA,746544,NA,NA,3209
69,THE OSGOOD-HILLES CHARITABLE TRUST,2018,990PF,PO BOX 6,WINDSOR,NA,471981241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1228719,NA,NA,NA,NA,NA
70,NA,2017,NA,NA,Woodstock,www.ocpvt.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Periwinkle Foundation Inc,2018,990PF,481 Cemetery Hill Road,Brattleboro,NA,030362094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,REBUILDING TOGETHER GREATER,2019,990EZ,PO BOX 9426,SOUTH BURLINGTON,WWW.REBUILDINGTOGETHERBURLINGTON.ORG,043349762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35510,NA,NA,NA
74,RETREAT FARM LTD,2019,990,45 FARMHOUSE SQUARE,BRATTLEBORO,N/A,475042006,2015,"Through education, recreation and stewardship, Retreat Farm uses our 500 acres of conserved woods, fields, trails, and waters to connect people to one another and the land.",ARTHUR SCHMIDT,30,29,1144746,950003,194743,1000578,950003,-207615,5548342,8434,5539908,724086,788512,90311
77,The Roberta and Russell Housman,2018,990PF,38 McKee Road,Arlington,NA,271364347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93109,4321,NA,NA,NA,NA
83,THE SANDERS INSTITUTE,2019,990,131 CHURCH STREET 2ND FLOOR,BURLINGTON,WWW.SANDERSINSTITUTE.COM,813250230,2016,"THE MISSION IS TO REVITALIZE DEMOCRACY BY ACTIVELY ENGAGING INDIVIDUALS, ORGANIZATIONS AND THE MEDIA IN THE PURSUIT OF PROGRESSIVE SOLUTIONS TO ECONOMIC, ENVIRONMENTAL, RACIAL AND SOCIAL JUSTICE ISSUES.",DAVID DRISCOLL,NA,NA,727659,616054,111605,49049,616054,-148432,16967,NA,16967,141834,49049,NA
87,Springfield On the Move,2018,990EZ,96-A Main St,Springfield,www.springfieldonthemove.org,030352152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33036,NA,NA,NA
92,THE PIZZAGALLI FOUNDATION,2019,990PF,462 SHELBURNE ROAD SUITE 101,BURLINGTON,NA,030307532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8838885,NA,NA,NA,NA,NA
93,Sandra and Mitchell Knisbacher Foundation Inc,2018,990PF,29 W Susquehanna,Towson,NA,061426936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100213,NA,NA,NA,NA,NA
94,Marier Cunningham Foundation,2018,990PF,45 Overlake Park,Burlington,NA,043540910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2630198,NA,NA,NA,NA,NA
95,THEODORE H CHURCH FOUNDATION INC,2018,990PF,117 ST PAUL ST BOX 907 B CICCHETTI,BURLINGTON,NA,261286113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101092,NA,NA,NA,NA,NA
99,Vermont Healthcare Information Technology Education Center Inc,2019,990,156 Commerce Street PO Box 1548,Williston,NA,030364625,2000,NA,Gerry Ghazi,21,NA,2124759,2089971,34788,2481699,2089971,553030,2064893,331816,1733077,1433788,1446212,1033677
103,VITAL COMMUNITIES INC,2018,990,195 NORTH MAIN STREET,WHITE RIVER JUNCTION,WWW.VITALCOMMUNITIES.ORG,030355283,1998,NA,RONALD SHAIKO,19,498,1320069,1096550,223519,1161860,1096550,-189555,946412,135342,NA,881742,1026856,159168
105,WATERMAN FUND INC,2017,990,PO BOX 1064,EAST CORINTH,WWW.WATERMANFUND.ORG,760836483,2006,"THE WATERMAN FUND FOSTERS THE SPIRIT OF WILDNESS AND STRENGTHENS THE STEWARDSHIP AND UNDERSTANDING OF THE ALPINE AREAS OF NORTHEASTERN NORTH AMERICA TO CONSERVE THEIR ECOLOGICAL, CULTURAL AND RECREATIONAL VALUES THROUGH EDUCATION, TRAIL REHABILITATION, AND RESEARCH.",NA,NA,10,NA,NA,NA,50837,NA,7355,419378,20141,399237,NA,31649,NA
109,THE WILLOWELL FOUNDATION INC,2017,990PF,PO BOX 314,BRISTOL,NA,030366363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,AMERICAN SOCIETY OF DOWSERS INC,2019,990,184 BRAINERD STREET PO BOX 24,DANVILLE,WWW.DOWSERS.ORG,036010613,1961,NA,ALDEN GAUDREAU,NA,23,223300,216494,6806,248726,216494,3600,147646,3070,NA,55655,96145,115145
113,ANGKOR HOSPITAL FOR CHILDREN INC,2018,990,139 PLOWDEN ROAD,PUTNEY,NA,990384215,2012,"RAISE AWARENESS IN THE UNITED STATES OF THE HEALTH AND WELFARE OF POOR CHILDREN IN CAMBODIA AND RAISE MONEY TO IMPROVE HEALTHCARE INITIATIVES, INCLUDING, BUT NOT LIMITED TO, THE ANGKOR HOSPITAL FOR CHILDREN IN SIEM REAP, CAMBODIA.",ROBERT NASSAU MD,NA,NA,398335,386735,11600,384280,386735,4409,53025,NA,53025,NA,383941,NA
114,Ann A Mergens Foundation Inc,2017,990PF,PO Box 662,Shelburne,NA,274113304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6613555,NA,NA,NA,NA,NA
117,NA,NA,NA,NA,NA,NA,030341004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,BRADFORD COMMUNITY DEVELOPMENT CORPORATION,2019,990,PO BOX 852,BRADFORD,NA,030347212,1994,"TO HELP ANYONE WHO LIVES, WORKS AND PLAYS IN BRADFORD TO HAVE A BETTER LIFE.",JOSEPH SAMPSON,NA,NA,74759,94784,-20025,33926,94784,-71054,1301461,NA,1301461,NA,27933,NA
121,Brandon Gleason Scholarship,2018,990PF,2407 Lost Nation Road,East Fairfield,NA,821296271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5696,NA,NA,NA,NA,NA
122,NA,NA,NA,NA,NA,NA,030353834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,CENTRAL VERMONT MEMORIAL CIVIC,2019,990,PO BOX 797,MONTPELIER,N/A,030347836,1995,OPERATE AN ATHLETIC FACILITY/CULTURAL CENTER TO BE USED BY RESIDENTS OF AND VISITORS TO THE STATE OF VERMONT. TO PROMOTE ATHLETICS AND CULTURAL ARTS IN WASHINGTON COUNTY AND THE STATE OF VERMONT.,CHUCK ELDRED,NA,15,281625,343508,-61883,298292,343508,-16857,1307488,169253,1138235,95542,1100,275362
127,THE CHURCH FAMILY FOUNDATION,2018,990PF,PO BOX 1205,CASTLETON,NA,274250614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118066,NA,NA,NA,NA,NA
140,GEORGE A DASCOMB CHARITABLE EXEMPT,2018,990PF,P O BOX 22,BELLOWS FALLS,NA,036005799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,GLOBAL COMMUNITY INITIATIVES,2015,990EZ,C/O GWEN HALLSMITH 12 PARKSIDE DR,MONTPELIER,WWW.GLOBAL-COMMUNITY.ORG,810595175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7120,NA,NA,NA
143,GRAY BUILDING COALITION INC,2019,990,PO BOX 171,NORTHFIELD,WWW.GRAYBUILDING.ORG,030388243,2002,NA,ANNE GOULD,NA,NA,-16281,2501,-18782,-33419,2501,-35631,910270,311630,NA,NA,37856,NA
144,GREEN MOUNTAIN UNITED WAY INC,2018,990,73 MAIN STREET SUITE 33,MONTPELIER,WWW.GMUNITEDWAY.ORG,030261384,1975,"UNITED WAY FIGHTS FOR THE HEALTH, EDUCATION, AND FINANCIAL STABILITY OF EVERY PERSON IN EVERY COMMUNITY.",TAWNYA KRISTEN,NA,223,661993,494746,167247,670493,494746,119150,834765,150411,684354,294767,606142,31554
149,INTERNATIONAL SKIING HISTORY ASSOCIATION,2015,990PF,C/O BOB ORBACZ PO BOX 1064,MANCHESTER CENTER,NA,061347398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364018,NA,NA,NA,NA,NA
153,Lintilhac Foundation Inc,2018,990PF,886 Northgate Road,Shelburne,NA,352558724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,MacLeay Foundation,2018,990PF,184 Westwood Drive,Montpelier,NA,416571125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1495347,NA,NA,NA,NA,NA
160,NORTHERN COMMUNITY INVESTMENT,2018,990,51 DEPOT SQUARE NO 2,ST JOHNSBURY,WWW.NCIC.ORG,020318035,1975,NA,JON FREEMAN,14,NA,1617385,1704736,-87351,1788924,1704736,-11045,18890510,9562006,NA,973829,918522,809588
162,ONE TREE PLANTED INC,2019,990,145 Pine Haven Road 1000D,Shelburne,www.onetreeplanted.org,464664562,2013,One Tree Planted is on a global reforestation mission. Its goal is to make it easy for people to understand the importance of trees and give them the ability to easily plant a tree in an area that needs support.,MATT HILL,NA,7000,1823089,1288237,534852,5944371,1288237,3024075,3725398,30718,3694680,115814,5944371,NA
163,People Power Initiatives Inc,2018,990,191 Bank Street,Burlington,stampstampede.org,462592029,2013,Charitable and educational programs and initiatives to foster and promote economic and social justice.,NA,NA,NA,191601,178297,13304,130871,178297,7333,71899,17520,54379,10000,120200,NA
165,Public Assets Institute Inc,2018,990,PO Box 942,Montpelier,www.publicassets.org,161703662,2003,"Conduct research, perform fiscal analysis, disseminate information, develop policies that apply the powers of government to improve the well-being of ordinary citizens, especially the most vulnerable.",Paul Cillo,NA,NA,305414,300159,5255,522358,300159,172795,340649,28015,312634,299360,497705,22800
169,Restorative Community Justice for Southern Vermont,2019,990EZ,PO Box 17,South Newfane,N/A,815198497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31105,NA,NA,NA
171,Richard E and Deborah L Tarrant,2018,990PF,PO Box 521,Winooski,NA,030364509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,NA,NA,NA,NA,NA,NA,030341110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,RUTLAND UNITED NEIGHBORHOODS INC,2016,990EZ,PO BOX 1653,RUTLAND,N/A,161644508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6965,NA,NA,NA
184,NA,NA,NA,NA,NA,NA,562453490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,TERASEM MOVEMENT FOUNDATION INC,2018,990PF,1698 WEST HILL ROAD,LINCOLN,NA,201780425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,THE WISDOM CONNECTION INC,2017,990PF,333 ATHERTON WAY,GREENSBORO,NA,200288195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2607596,NA,NA,NA,NA,NA
193,THREE THIRTY THREE FOUNDATION INC,2017,990PF,112 SOUTH MAIN STREET BOX 220,STOWE,NA,203794102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49719597,NA,NA,NA,NA,NA
195,UNITED STATES CYBER CONSEQUENCES UNIT,2015,990EZ,PO BOX 1390,NORWICH,WWW.USCCU.US,208747503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1465,NA,NA,NA
196,UNITED WAY OF NORTHWEST,2018,990,412 FARRELL STREET SUITE 200,SOUTH BURLINGTON,WWW.UNITEDWAYNWVT.ORG,030217229,1971,NA,JESSE BRIDGES,36,1070,5185437,4875504,309933,4125552,4875504,-499587,6163425,581663,5581762,1923076,3890297,111550
197,United Way of Windham County Inc,2018,990,PO Box 617,Brattleboro,www.unitedwaywindham.org,036003074,1948,"United Way of Windham County (UWWC) advances the common good by creating opportunities for a better way of life for all, focusing on education, income and health - the building blocks of a better quality of life.",Carmen Derby,NA,752,492429,525119,-32690,595154,525119,103044,926792,106048,820744,193521,550772,11370
198,UNITED WAYS OF VERMONT INC,2018,990,PO BOX 111,ESSEX JUNCTION,WWW.UNITEDWAYSVT.ORG,300192082,1979,LEVERAGING THE COLLECTIVE POWER AND RESOURCES OF THE LOCAL UNITED WAYS INTO A STATEWIDE INFLUENCER OF CHANGE.,MARYELLEN MENDL,21,13,931945,957545,-25600,863283,957545,-70920,78777,168102,-89325,641700,312294,540119
200,THE VAN WALLINGHAM FOUNDATION INC,2018,990PF,1541 PUCKER STREET,STOWE,NA,473423745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142787,119,NA,NA,NA,NA
201,THE VERMONT AGENCY FOUNDATION LTD,2018,990EZ,PO BOX 909,BURLINGTON,N/A,030370084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1753,NA,NA,NA
203,Vermont Caribbean Institute Inc,2019,990,PO Box 8655,Burlington,www.vtcaribbean.org,202474069,2005,Community development and humanitarian aid,Margarita Fernandez,NA,NA,558137,207809,350328,222008,207809,-161145,263143,1035,262108,109128,197220,20708
204,VERMONT CATHOLIC COMMUNITY FOUNDATION,2019,990,55 JOY DRIVE,SOUTH BURLINGTON,WWW.VTCATHOLICFOUNDATION.ORG,810999457,2015,NA,ELLEN KANE,NA,NA,107882,98303,9579,394595,98303,265647,19519304,18830409,688895,NA,285737,NA
205,VERMONT FRESH NETWORK CORPORATION,2019,990EZ,PO BOX 895 52 BRIDGE STREET,RICHMOND,WWW.VERMONTFRESH.NET,030356841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76574,NA,NA,NA
213,WINDSOR IMPROVEMENT CORPORATION,2018,990EZ,PO BOX 455,WINDSOR,N/A,010180687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119926,NA,NA,NA
214,WOODSTOCK ASSOCIATES INC,2018,990PF,80 RIVER STREET,WOODSTOCK,NA,036007115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304025,NA,NA,NA,NA,NA
215,YOGA4CANCER FOUNDATIONINC,2019,990EZ,PO BOX 1235,STOWE,THERETREATPROJECT.ORG,460811455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71413,NA,NA,NA
216,Advance Transit Inc,2017,990,PO Box 1027,Wilder,www.advancetransit.com,222558708,1984,To assure the continued,VAN CHESNUT,44,15,5485230,4840648,644582,6699371,4840648,1834924,11204637,263147,10941490,3069196,6671156,NA
220,All About The Light Inc,2018,990PF,PO Box 232,Danby,NA,472626491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2488,NA,NA,NA,NA,NA
223,Andree LeBoeuf Foundation Inc,2017,990PF,20 Ian Place,Williston,NA,451055677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1756443,NA,NA,NA,NA,NA
225,Antonio B and Rita M Pomerleau,2018,990PF,P O Box 6,Burlington,NA,030355842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2192114,29835,NA,NA,NA,NA
229,The Boutin Family Foundation Inc,2018,990PF,63 Morrill Drive,Burlington,NA,582678053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,BRATTLEBORO SUNRISE FOUNDATION INC,2016,990EZ,P O Box 1995,Brattleboro,N/A,461770115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32262,NA,NA,NA
232,NA,2019,NA,NA,South Royalton,www.balevt.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54071,NA,NA,NA
235,CENTER ON RURAL INNOVATION INC,2019,990,PO BOX 392,HARTLAND,HTTPS://RURALINNOVATION.US,824508477,2018,NA,JEFF FOURNIER,NA,NA,518925,206526,312399,1825858,206526,726964,1080336,40973,NA,223910,1825189,NA
236,COMMUNITY CAPITAL OF VERMONT,2019,990,PO BOX 342,BARRE,WWW.COMMUNITYCAPITALVT.ORG,043642655,2001,TO HELP SMALL BUSINESSES AND LOWER INCOME ENTREPRENEURS PROSPER THROUGH THE PROVISION OF FLEXIBLE BUSINESS FINANCING.,ALEXANDER ROB OCT 2019,NA,23,447711,690567,-242856,337822,690567,-99978,4703186,2105991,2597195,255873,124510,198604
241,DUP THOURON CHARITABLE FOUNDATION,2018,990PF,330 NORTH BEAR SWAMP ROAD,NORTH MIDDLESEX,NA,516514644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536290,NA,NA,NA,NA,NA
246,The Evslin Family Foundation Inc,2018,990PF,c/o Mary Evslin 83 Dewey Farm Road,Stowe,NA,223778394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,FRANK AND BRINNA SANDS FOUNDATION,2018,990PF,C/O CONRAD REINING 319 CADWELL ROAD,E THETFORD,NA,043342111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,FRANKLIN GRAND ISLE UNITED WAY INC,2015,990,48 LOWER NEWTON STREET,ST ALBANS,WWW.UNITEDWAYNWVT.ORG,030273929,1989,"FGIUW CONNECTS PEOPLE AND RESOURCES TO FIND SOLUTIONS TO OUR COMMUNITIES' MOST PRESSING NEEDS. WE COLLABORATE WITH OTHER COMMUNITY SERVICE ORGANIZATIONS, PARTNER WITH BUSINESSES, TEACH WITH SERVICE DELIVERY AGENCIES, AND JOIN FORCES WITH DEDICATED LEADERS AND VOLUNTEERS. TOGETHER, WE SOLVE COMMUNITY NEEDS THAT AFFECT FAMILIES AND CHILDREN WHILE ASSURING A VIABLE COMMUNITY-WIDE, HUMAN SERVICES INFRASTRUCTURE. UNITED WAY MOBILIZES THE COMMUNITY TO PROVIDE THE FINANCIAL AND NON-MONETARY RESOURCES NEEDED TO BUILD A BETTER COMMUNITY. THROUGH A SINGLE COMMUNITY-WIDE FUND DRIVE, UNITED WAY RAISES RESOURCES THAT ARE INVESTED IN PROGRAMS THAT ADDRESS THIS COMMUNITY'S MOST PRESSING NEEDS. WE ACTIVELY WORK WITH LOCAL AGENCIES TO IMPLEMENT INNOVATIVE AND EFFECTIVE PROGRAMS. THE OUTCOME IS A BETTER COMMUNITY.",MARTHA E MAKSYM,NA,NA,552310,546484,5826,391683,546484,-109351,825538,42856,782682,97581,307816,21600
252,FRIENDS OF ALGIERS VILLAGE INC,2019,990,638 COOLIDGE HIGHWAY,GUILFORD,NA,201922996,2004,"the preservation, conservation, and enjoyment of the natural and human resources of the Village of Algiers in Guilford, Vermont. It shall seek to enable the residents of the Village to live in harmony with their natural environment and with their fellow citizens by buying, selling , and holding land and properties, including housing, and by education.",Isaac Wagner,NA,NA,67889,75451,-7562,169354,75451,87784,1042477,278133,764344,NA,109865,59352
257,GIRL DEVELOP IT,2019,990,1732 1ST AVE 24681,NEW YORK,WWW.GIRLDEVELOPIT.COM,463103695,2013,PROVIDE AFFORDABLE AND ACCESSIBLE PROGRAMS TO WOMEN WHO WANT TO LEARN SOFTWARE DEVELOPMENT THROUGH MENTORSHIP AND HANDS-ON INSTRUCTION.,JANELLE JOLLEY,NA,25,926136,1061304,-135168,128373,1061304,-384893,415840,39403,376437,313053,97633,29225
259,Green Mountain Childrens Center Inc,2017,990,92 Farm Vu Drive,White River Junction,www.gmccvt.org,223032403,1990,The organization's mission is to provide quality child care and after-school care services to families in the Upper Valley regions of New Hampshire and Vermont.,NA,78,10,1718668,1748755,-30087,1846064,1748755,5760,94275,156218,-61943,1385475,103059,1731313
260,Harry W &amp; Jo-Ann D Wallace,2018,990PF,PO Box 2282,So Burlington,NA,223443319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,Henry O Schaefer Family Foundation,2019,990PF,101 Tanglewood Drive,Colchester,NA,030503064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946564,NA,NA,NA,NA,NA
268,LAKE CHAMPLAIN LIFELONG,2018,990,60 MAIN STREET NO 100,BURLINGTON,WWW.VERMONT.ORG,030366744,1999,NA,TOM TORTI,NA,NA,147728,219251,-71523,285846,219251,68545,97725,19919,NA,122350,130160,155686
270,MARGARET MAZER OGDON FOUNDATION INC,2018,990PF,27 SPECTACLE LN,WILTON,NA,453994793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230946,NA,NA,NA,NA,NA
271,MARRO FAMILY PRIVATE FOUNDATION,2018,990PF,10 WEST ROAD PO BOX 944,OLD BENNINGTON,NA,466580822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154043,NA,NA,NA,NA,NA
273,Missions for Independence,2016,990EZ,1655 Marshall Avenue,Williston,N/A,030372109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,NA,NA,NA,NA,NA,NA,043367169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,NA,2017,NA,222 Main St,Wayland,www.nergg.org,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81509,NA,NA,NA
280,NORTHWEST UNIT FOR SPECIAL,2018,990EZ,5 LEMNAH DRIVE,ST ALBANS,N/A,030344552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299532,NA,NA,NA
281,NORWICH WOMEN'S CLUB,2018,990EZ,PO BOX 191,NORWICH,NORWICHWOMENSCLUB.ORG,237330455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64627,NA,NA,NA
282,OAKLAND FOUNDATION INC,2018,990PF,PO BOX 491,STOWE,NA,550754353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,NA,2018,NA,NA,Quechee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85212,NA,NA,NA,NA,NA
